day,date_2026,learn_id,learn_topic,learn_headline,learn_truth,learn_icon,grow_id,grow_topic,grow_headline,grow_truth,grow_icon
85,2026-03-26,cf7e5ebd-4f8d-43bd-9fc2-70d7b9dea2f9,"How Your Ears Work","The tiniest bones in your body are in your ear, and they vibrate to let you hear","Ears convert invisible waves in the air into electrical signals your brain understands as sound.",😊,20e8f457-a812-465f-a8b0-913a4fbc4857,"Verification Tools","How to Check Facts","How to check facts",✅
86,2026-03-27,6022b0d2-43b9-48ef-bb79-82967b8c90e0,"Your Heart Never Stops","Your heart will beat about 2.5 billion times in your lifetime without ever taking a break","The heart is a muscle that pumps blood nonstop from before you are born until you die.",😢,95cd4614-5c3a-480c-b27d-b357fad4cf70,"When to Verify","What Matters Enough to Check","What matters enough to check",✅
87,2026-03-28,4cb9bf94-fa11-4704-be7c-64d6e4606846,"What Your Brain Does","Your brain generates enough electricity to power a small light bulb","The brain controls everything you do, think, and feel using 86 billion nerve cells.",😨,5353e3dd-6f92-42ad-b95a-ba2a78d1b48e,"Teaching Verification","Helping Others Think Critically","Helping others think critically",✅
88,2026-03-29,e94e7464-4932-4587-b167-7bebbf0590aa,"How Lungs Breathe for You","You breathe automatically but can also hold your breath—lungs are under dual control","Lungs pull oxygen into your blood and push carbon dioxide out, 20,000 times a day.",😡,ebb4ee7a-f712-463a-88b1-ff4439f96fa5,"Verification in Daily Life","Applying Skills Everywhere","Applying skills everywhere",✅
89,2026-03-30,1915e717-c551-45ac-91a2-beed23859f0c,"Your Body's Framework","Your skeleton is not dead—it is living tissue that rebuilds itself every 10 years","Work trades time and effort for resources—the foundation of economic participation.",🎁,4467ef6f-0119-4aec-91f3-d895a8f44aeb,"Month in Review","The Practice of Verification","The practice of verification",✅
90,2026-03-31,1efccb4e-22a0-406b-b25a-76dd0770cdc5,"What Love Does to Us","Love is not just a feeling—it changes your brain chemistry and your immune system","Love triggers real physical changes: hormones flood your body and rewire your brain.",❤️,ec8d1f8f-c675-4f6f-8601-65b7716127fc,"Verification Challenge","Test Your Skills","Test your skills",✅
91,2026-04-01,a58a2577-ae49-41bf-b397-279bf151487e,"What Makes a Family","Every family looks different—what matters is who shows up for you","Family is defined by commitment and care, not just by blood.",🫂,a0c601f0-f878-49ea-ac0e-3b98d70fe629,"How Memory Works","Encoding, Storage, Retrieval","Encoding, storage, retrieval",🧠
92,2026-04-02,dd7a8d54-2636-4670-8f75-571dcc4960a5,"How We Understand Each Other","Words carry only 7% of communication—your face and tone carry the rest","Understanding others requires reading more than just words.",🗣️,36c3ef6b-33ac-4418-95be-a9d6cf532e4d,"Why We Forget","Forgetting Is Natural and Useful","Forgetting is natural and useful",🧠
93,2026-04-03,f9e4fdf0-e971-4cdb-8820-7b933e37959d,"Why Humans Have Language","You learned more words between ages 2 and 5 than you will in any other period of life","Language is humanity's greatest invention—it lets us share thoughts across time and space.",🗣️,5385f3c6-cbef-4514-a97b-bea7ad3ccac5,"Spaced Repetition","The Timing of Review","The timing of review",🧠
94,2026-04-04,223e281a-4f6d-4c74-a794-5c65634b301e,"When Humans Started Writing","Writing was invented 5,000 years ago and it changed everything about how humans remember","Writing lets ideas outlive the people who had them.",✍️,c225ed47-5346-48f2-afe2-8cf7b09f363b,"Active Recall","Testing Yourself to Learn","Testing yourself to learn",🧠
95,2026-04-05,7925522b-d862-49da-9fcc-f6cada907c52,"What Reading Does to Your Brain","Reading rewires your brain—it is exercise for your imagination","Reading physically changes your brain, creating new neural pathways with every page.",📖,dcc1ddad-6140-425d-84ca-e11d9137f0e4,"Connecting Ideas","Networks of Knowledge","Networks of knowledge",🧠
96,2026-04-06,f94832ef-bbc0-4c76-9580-c5e8b02eac9a,"Why Numbers Were Invented","Humans invented numbers to count sheep—and then used them to reach the moon","Numbers are a language invented to describe patterns in the universe.",🔢,42dfc395-06fd-4d0e-8ab8-f57747680eb9,"Prior Knowledge","Building on What You Know","Building on what you know",🧠
97,2026-04-07,f4be9d07-c9a5-4dc6-870a-a3562cb9247f,"How Adding Works","Addition is putting things together—the foundation of all mathematics","Addition combines quantities—the foundation upon which all other arithmetic is built.",➕,155cc9d9-7e0c-4345-973d-d8cb0dd9c92b,"Chunking","Organizing Information","Organizing information",🧠
98,2026-04-08,413c40a1-73af-4109-9b35-7c86888ba073,"Taking Things Away","Subtraction answers the oldest human question: how much is left?","Subtraction finds differences and what remains—the reverse of addition.",➖,a562d898-6039-466b-8fd2-5ecff761a88d,"Mnemonics","Memory Tricks and Tools","Memory tricks and tools",🧠
99,2026-04-09,efc65739-066d-47e4-a8ac-d9f616a01e05,"The Shortcut for Repeated Adding","Multiplication is just addition on repeat—3 times 4 is adding 4 three times","Multiplication is a shortcut for when you need to add the same number many times.",✖️,32fdef7b-f6d9-41ec-a68d-17aa9bd0f7b5,"Visual Memory","Learning Through Images","Learning through images",🧠
100,2026-04-10,6d74ef00-9718-4fea-b6a0-c13804c415d5,"Splitting Things Fairly","Division answers life's fairest question: how do we split things equally?","Splitting things fairly requires understanding parts, wholes, and what equal really means.",➗,01330592-c84c-4a2e-bce4-ad2ef3521ffc,"Narrative Memory","Learning Through Stories","Learning through stories",🧠
101,2026-04-11,a3d3add2-445b-459b-a98d-6ec136beccff,"Parts of a Whole","A pizza cut into 8 slices teaches more math than most textbooks","Fractions describe parts of wholes—the same pizza can be 1/2 or 4/8, but you still get the same amount.",🇪🇬,0b124556-9f27-4242-9dfc-73656e74fc0f,"Embodied Memory","Learning Through Doing","Learning through doing",🧠
102,2026-04-12,a39b93d7-974c-4598-9136-657a98957641,"Another Way to Write Fractions","Decimals are fractions wearing a different outfit—the same number, just easier to type","Fractions describe parts of wholes—the same pizza can be 1/2 or 4/8, but you still get the same amount.",🏛️,c62d86d9-3e26-4084-a490-780ea5c56d99,"Emotional Memory","Feelings Help Us Remember","Feelings help us remember",🧠
103,2026-04-13,bd9e2918-f210-4dfd-b735-44e0c1b42160,"Out of a Hundred","Your phone battery at 50% and a coin flip have something in common—half of something","Percentages are fractions with 100 as the bottom number, making comparisons easy.",🏛️,114dbbad-3beb-4b18-9028-ccdca97d13b2,"Sleep and Learning","Rest Consolidates Memory","Rest consolidates memory",🧠
104,2026-04-14,c40154ca-e1c0-4316-af73-08b11d78a588,"How We Measure Things","Without measurement, nothing could be built twice the same way","Measurement turns the qualitative into quantitative—without it, science and building are impossible.",🇨🇳,a3b2312c-3242-4435-8319-55db8799538b,"Exercise and Learning","Movement Helps the Brain","Movement helps the brain",🧠
105,2026-04-15,a12635ba-afa1-42c2-b57e-90771402a705,"The Math of Shapes","Every building, bridge, and smartphone was designed using the math of shapes","Geometry is the mathematics of space—how shapes relate, connect, and transform.",🌏,1bc230e9-3282-45a1-afb8-3d2e4b6eae02,"Attention and Learning","Focus Determines What Sticks","Focus determines what sticks",🧠
106,2026-04-16,cee47f32-309c-411a-ad6f-86a94f80dd08,"How Maps Bend Reality","Every map lies a little—flattening a sphere means something has to stretch","Every flat map distorts the spherical Earth—what it preserves in one way, it sacrifices in another.",⚔️,dbd66c4e-ee2f-4257-9cb4-59a6accbdf90,"Distraction and Learning","The Cost of Divided Attention","The cost of divided attention",🧠
107,2026-04-17,807f12d5-bd9e-4a48-9e80-051d3bd6335b,"How We Know Which Way","Before GPS, people followed stars, landmarks, and instinct to find their way","Direction is relative to your position—north only means something if you know where you are.",🏰,f748fb04-44f4-49ad-bf74-d75730d6658f,"Deep Work","Focused Learning Sessions","Focused learning sessions",🧠
108,2026-04-18,b3d35721-f811-4d26-8e5c-e5e9c83e7bd5,"Finding Your Way","Getting lost is how most great discoveries were made","Navigation combines knowledge of where you are, where you want to go, and how to get there.",🎨,91a0ca22-27bd-4754-8242-18aaa1eaebc3,"Shallow Work","Quick Learning Tasks","Quick learning tasks",🧠
109,2026-04-19,dafeb9b4-9a0c-4b19-a2b9-a1dfeb2c9c1b,"How We Track Time","Humans invented calendars to remember when to plant seeds and celebrate together","Calendars organize time into manageable chunks—days, weeks, months—so we can plan together.",🧭,e9c11484-0e04-4660-b301-950c2aca1383,"Learning Goals","What Do You Want to Remember?","What do you want to remember?",🧠
110,2026-04-20,7bd837a3-e829-4616-bf4b-3fbf4eff2666,"Why Clocks Exist","Clocks turned time from a feeling into a number—and changed everything","Clocks measure time precisely, enabling coordination between people who cannot see each other.",💡,d9e8f343-8fe8-431f-9eda-f24bc705b008,"Learning Plans","Structuring Your Learning","Structuring your learning",🧠
111,2026-04-21,50d1430f-33e8-4140-8d61-c4f84da7c22c,"How Tools Changed Us","Tools are force multipliers—they let small efforts produce big results","Tools extend human capability—they let us do what our bodies alone cannot.",⚙️,24d89822-59e2-4553-b983-0eee7cd799b3,"Learning Habits","Daily Practices That Compound","Daily practices that compound",🧠
112,2026-04-22,2617b8fd-e38a-4966-a733-672040650d49,"The Invention of the Wheel","The wheel did not just roll—it built civilizations","The wheel converts sliding friction into rolling friction, dramatically reducing the force needed to move things.",📚,4ad23f1d-023b-4531-b85e-c98e66ac7bd7,"Learning Environment","Setting Up for Success","Setting up for success",🧠
113,2026-04-23,9245c459-2876-45d8-9fa2-b23c175f72be,"How Levers Multiply Force","Give me a lever long enough and I could move the Earth—Archimedes was not joking","A lever trades distance for force—move the long end far, and the short end moves with great power.",🔭,043c6ccb-b02d-44c2-8ed2-f443d46127b4,"Learning Partners","Studying With Others","Studying with others",🧠
114,2026-04-24,03dfcfca-83c5-4934-8e0e-b360399d369f,"Lifting Heavy Things Easily","One rope and a wheel can lift ten times your weight—that is physics magic","Pulleys redirect force and, with multiple wheels, multiply it—turning hard lifts into easy pulls.",🔬,7b9d8fb2-b086-409a-856a-3534e193cfaf,"Teaching to Learn","The Best Way to Understand","The best way to understand",🧠
115,2026-04-25,fdee6f38-8e16-4805-ac08-57ad0e748b9e,"How Gears Transfer Motion","The steam engine turned heat into motion and launched the industrial age","Gears transfer rotation between shafts and can change the trade-off between speed and torque.",🚂,9d132703-a1dc-4c61-9900-6c72ef28cf74,"Applying Knowledge","Use It or Lose It","Use it or lose it",🧠
116,2026-04-26,ce958dac-8e39-4c41-83a0-8f937cc4c23e,"What Engines Actually Do","An engine is controlled fire—heat turned into motion","Engines convert stored energy into mechanical motion—they do work so we don't have to.",💡,8239c4b7-ea13-4695-ae6a-d909d8d580e0,"Transferring Skills","Using Learning in New Contexts","Using learning in new contexts",🧠
117,2026-04-27,06e1d883-2b4f-4b43-96b8-6f79112b6b97,"How Computers Think","Computers are just very fast calculators that follow very precise instructions","Computers execute instructions incredibly fast but cannot truly think—they follow rules perfectly without understanding.",📞,153b8715-dd17-477b-807a-4f9eead424b3,"Long-Term Learning","Building Lasting Knowledge","Building lasting knowledge",🧠
118,2026-04-28,588fa22e-ffee-48b1-b7c0-eb94b4bb0eee,"What Robots Can Do","Robots do the dangerous, boring, and precise work humans cannot or should not","Robots are machines that can sense their environment and take physical action in response.",✈️,7545df17-4fb1-4730-9154-ee8efabff8a0,"AI as Memory Partner","Using AI to Support Recall","Using AI to support recall",🧠
119,2026-04-29,f89f3c7d-e7fb-4304-9ffc-076f751d4eec,"How AI Learns","AI learns patterns from data the way you learn patterns from experience","AI learns patterns from data rather than following explicit rules—it finds relationships humans might miss.",💻,866f5a09-2202-4ada-b062-114fff48f890,"Month in Review","The Science of Learning","The science of learning",🧠
120,2026-04-30,f1df0039-a09f-4080-8923-0b5972d12bd1,"How the Internet Works","The internet connected 5 billion people—half the world—in 30 years","The internet made information instantly available to anyone with a connection.",🌐,6c1bfa2a-10ed-438e-b930-bbce3b460043,"Your Learning System","Design Your Personal Approach","Design your personal approach",🧠
121,2026-05-01,1393ed4c-0b40-4f69-9e1f-33ce7bedcd4a,"How Photos Capture Light","A photograph freezes one moment forever—light captured in time","Photography captures light at a moment in time, preserving what would otherwise be lost forever.",🗺️,22286d89-4507-4145-ad6f-bc4212530e4d,"What is Creativity?","Making Something New and Valuable","Making something new and valuable",🎨
122,2026-05-02,719177f3-d0e6-4c27-b493-261107bb77c6,"How Movies Create Motion","Movies are 24 lies per second that add up to truth your brain believes","Movies create the illusion of motion by showing still images faster than the eye can distinguish them.",🌍,f158d137-d4b5-4778-92fe-a7de0a25213a,"Where Ideas Come From","Connecting Existing Concepts","Connecting existing concepts",🎨
123,2026-05-03,954917ef-70ed-4bee-a4cd-d9ffbec6a9ac,"How TV Shows Pictures","TV sends pictures through the air—invisible paintings traveling at light speed","Television transmits images and sound through electromagnetic waves, bringing distant events into your home.",🌍,8ad4d8c9-8aad-48e8-a3f9-66df04897d9f,"Can AI Be Creative?","Pattern Recombination vs True Novelty","Pattern recombination vs true novelty",🎨
124,2026-05-04,8ede173d-f706-4cdc-b0ea-162058deb382,"Invisible Waves Carrying Sound","Radio waves are invisible messengers that carry sound without wires","Radio waves carry information through empty space at the speed of light without wires.",🏙️,845c6040-9cdb-448d-b5c9-890087ae173e,"Human Creativity","Imagination, Intuition, Intention","Imagination, intuition, intention",🎨
125,2026-05-05,918f267a-e291-4679-99ae-97b11c1a28da,"Talking Across Distances","From smoke signals to smartphones—humans never stopped finding ways to connect","Telecommunication conquers distance—letting people communicate instantly regardless of separation.",🏘️,79049676-b826-4520-92fc-6c4697193b63,"Creative Collaboration","Humans and AI Together","Humans and AI together",🎨
126,2026-05-06,67343fa2-a4eb-4dc9-999f-fb2b85fcca82,"How Medicine Heals","Medicine is the science of helping bodies fix themselves faster","Medicine supports the body's natural healing processes, fighting disease and managing symptoms.",🏠,4cd2e5dd-c7ed-4fa8-9b83-fcc1335fb86f,"AI as Creative Tool","Augmenting Human Creativity","Augmenting human creativity",🎨
127,2026-05-07,8d2c498a-77e8-476f-990b-8a105f7f23b1,"Training Your Immune System","Vaccines teach your immune system to recognize enemies before they attack","Vaccines teach your immune system to recognize threats before they can make you sick.",👨‍👩‍👧‍👦,c9d6ec9f-c3ed-4db0-99d3-8799a829996c,"AI as Creative Spark","Prompts and Starting Points","Prompts and starting points",🎨
128,2026-05-08,42c19348-549a-4746-be1d-b20e680bc04c,"Fixing the Body From Inside","Surgeons repair from inside what bodies cannot fix alone","Surgery repairs what the body cannot heal on its own, reaching inside to fix problems directly.",🏘️,214f3c58-5ee2-4275-a190-ec0eac8bceae,"AI as Creative Critic","Getting Feedback from AI","Getting feedback from AI",🎨
129,2026-05-09,586710b8-f41e-4cca-9fe7-a372b757262b,"Why Clean Matters","Handwashing stops more disease than most medicines ever invented","Cleanliness prevents disease by removing the microorganisms that cause infection.",🌍,c2230e98-ef30-41e6-93a6-86df368f311b,"When to Use AI","The Right Tool for the Right Task","The right tool for the right task",🎨
130,2026-05-10,34d2b1fc-649d-41f1-a582-cd2ce33ee152,"How Food Becomes You","Your body is a factory that turns lunch into energy, muscle, and bone","Digestion breaks food down into molecules small enough for your body to absorb and use.",🧑‍🤝‍🧑,d36ab758-2a93-42ba-876b-4755c03f3883,"When to Go Alone","Pure Human Creativity","Pure human creativity",🎨
131,2026-05-11,522cd0f9-0cf6-478f-a43e-238a01836a0c,"What Happens When You Sleep","Every culture has festivals—they mark what matters most to a group","Sleep is when your brain consolidates memories and your body repairs itself—it is not optional rest.",🎉,43e93b4f-6077-4868-bc0d-5f3cfe99d90d,"Brainstorming","Generating Many Ideas","Generating many ideas",🎨
132,2026-05-12,fd311ff2-3c7a-4808-8983-688a89911c98,"Why We Dream","Dreams are your brain organizing memories while you are not using them","Dreams occur during REM sleep when the brain processes experiences and emotions from waking life.",🎉,b65e55ae-194b-42c1-bd21-a8ff19828c83,"Filtering","Choosing the Best Ideas","Choosing the best ideas",🎨
133,2026-05-13,7359fb7b-ed35-4459-82f9-4adb81e93311,"Where Food Comes From","Everything you eat was alive once—plants or animals that grew from sun and soil","All food traces back to plants that captured sunlight, or animals that ate those plants.",🍎,aad51ea9-fde6-4bc3-a8f8-55fdf7ad1119,"Combining","Mixing Ideas Together","Mixing ideas together",🎨
134,2026-05-14,0e8358b5-dfad-4904-a550-1a3734bc52d8,"How Farming Changed Everything","Farming let humans stop chasing food and start building cities instead","Agriculture allowed humans to settle in one place, store surplus food, and build civilizations.",🍳,e687c429-56fc-4cd2-bcfe-162d84e160ba,"Iterating","Making Ideas Better","Making ideas better",🎨
135,2026-05-15,d38e8869-f6c5-4842-a35d-156cadb16775,"How Animals Are Related","Every animal is a cousin—some just changed addresses a few million years ago","All animals share common ancestors—the more similar two species, the more recently they diverged.",🧑‍🌾,656b7a78-cfc8-4989-bb4f-cba6408d2326,"Creative Process","Stages from Inspiration to Completion","Stages from inspiration to completion",🎨
136,2026-05-16,eee5cf24-dc65-47d5-8f9a-47a873ea6575,"Why We Keep Pets","Pets are the animals that chose to live with us—or we chose to keep","Pets provide companionship and emotional benefits—a relationship that evolved over thousands of years.",🛠️,23170aa5-f7c4-4e33-8698-db677a09bda5,"Creative Block","When Ideas Don't Come","When ideas don't come",🎨
137,2026-05-17,1893c5b5-8baf-47e8-8169-fe418fd97129,"The Most Successful Animals","Insects outnumber humans by 1.4 billion to one—and they were here first","Insects are the most numerous and diverse animals on Earth, filling almost every ecological niche.",👕,ef828372-860b-44c4-add6-1bea37e39355,"Creative Courage","Taking Risks with Ideas","Taking risks with ideas",🎨
138,2026-05-18,e10a5330-13e4-4f28-baa6-fbd857068d2e,"Birds Are Dinosaurs","Every bird you see is a living dinosaur—evolution just gave them feathers","Birds are living dinosaurs—the only lineage of dinosaurs that survived the mass extinction.",🏠,00ebb10e-8f8a-47c9-8f7a-7bb2aaece684,"Creative Community","Sharing and Feedback","Sharing and feedback",🎨
139,2026-05-19,eaf04967-c50d-4fb4-8ea0-f1a27d9a6254,"Life Under Water","Humans have invented ways to travel by land, water, air, and space","Aquatic life evolved first, and the ocean remains home to the majority of Earth's biomass.",🚀,d0b30c35-7146-4be0-9dab-048707a4304c,"Creative Expression","Art, Writing, Music, Design","Art, writing, music, design",🎨
140,2026-05-20,bd1b30d9-a11a-42d2-a955-013aad79f5ac,"Animals Like Us","Mammals are warm-blooded, milk-making survivors—and you are one of them","Mammals are warm-blooded, nurse their young with milk, and include the most intelligent species on Earth.",🚢,b5cfb7ff-2394-479b-a001-a7753278bb7b,"Creative Problem-Solving","Innovation in Any Field","Innovation in any field",🎨
141,2026-05-21,1c0faec9-8f34-456f-95c6-5b58534d54e9,"Cold-Blooded Survivors","Cold-blooded animals borrow heat from their environment instead of making their own","Cold-blooded animals rely on their environment for heat, conserving energy but limiting their activity.",🚲,b654a183-1d4d-4447-a6df-3f7002a29eaf,"Design Thinking","A Framework for Creativity","A framework for creativity",🎨
142,2026-05-22,c427e517-bd0d-4435-a619-45ca20acd715,"Living in Two Worlds","Amphibians live two lives—one in water as babies, one on land as adults","Amphibians live dual lives—born in water with gills, transforming to breathe air on land.",🚂,9a7fe434-b60b-4975-b757-3105e0f958ae,"Constraints and Creativity","Limits That Inspire","Limits that inspire",🎨
143,2026-05-23,35e71085-77a3-4055-ae8a-a6686c7dfbee,"How Plants Make Food","Plants eat sunlight—they turn light into sugar, and sugar into everything else","Photosynthesis converts sunlight, water, and carbon dioxide into sugar and oxygen—the basis of almost all life.",🚗,67002439-1720-42ca-82d5-0cc213bfe3a5,"Play and Creativity","The Power of Experimentation","The power of experimentation",🎨
144,2026-05-24,d3e42ae3-b854-4f22-b8b1-760471813cfa,"Giants That Live for Centuries","Some trees alive today were seedlings when Rome was building roads","Trees can live for millennia, grow hundreds of feet tall, and store carbon for centuries.",🌉,d9907071-1e70-45d8-8aa0-da7baacc10a1,"Failure and Creativity","Learning from What Doesn't Work","Learning from what doesn't work",🎨
145,2026-05-25,3ff4209d-c14d-4033-96ee-4bfc07a90870,"Why Flowers Exist","Flowers are bribes—colors and smells that convince animals to spread pollen","Flowers attract pollinators with colors and scents, ensuring plants can reproduce.",🛣️,7a1509df-317d-4da3-88e8-5af08620d392,"Originality","What Does It Mean to Be Original?","What does it mean to be original?",🎨
146,2026-05-26,62412eb2-b54e-4c6a-80e7-7ae8a181072e,"Why Plants Make Fruit","Fruit is how plants convince animals to carry their seeds somewhere new","Money is a tool that makes trading easier by being universally accepted.",💰,8bdab27e-83b8-4156-bbf5-38ad007f80ff,"Attribution","Giving Credit for Ideas","Giving credit for ideas",🎨
147,2026-05-27,1ee6495d-0664-4d5f-ba37-9ad520589f37,"What Counts as a Vegetable","Vegetables are just the parts of plants we decided were delicious","Vegetable is a culinary term, not a scientific one—it includes leaves, stems, roots, and even some fruits.",🤝,d2411cf8-e7b5-4921-9052-746f5b3f410a,"Remix Culture","Building on Others' Work","Building on others' work",🎨
148,2026-05-28,3cfe4cdd-143b-4c8d-bb70-25e48c1e8d49,"The Hidden Kingdom","Fungi are neither plant nor animal—they are a hidden kingdom that recycles the world","Fungi are neither plant nor animal—they absorb nutrients from dead or living matter and recycle the world.",💼,75ba62c6-df85-4031-9704-c69b6dbbeb05,"AI Art","Understanding AI-Generated Images","Understanding AI-generated images",🎨
149,2026-05-29,cc5ac46e-1fe2-42b5-88bb-3cab206425bb,"Tiny Life Everywhere","Your body has more bacterial cells than human cells—they help you survive","Bacteria are everywhere—most are harmless or helpful, and your body contains trillions of them.",🤝,949d0b73-45a5-4521-89b2-0701088835bc,"AI Writing","Understanding AI-Generated Text","Understanding AI-generated text",🎨
150,2026-05-30,219cf661-e1dc-4a44-8044-c9c481d79132,"Not Quite Alive","Viruses are almost alive—they need your cells to make more of themselves","Viruses straddle the line between living and non-living—they can only reproduce inside host cells.",🌟,55bea7ed-bc57-47b9-abb0-48d980059dad,"Your Creative Voice","What Only You Can Create","What only you can create",🎨
151,2026-05-31,aa68947b-b27e-4f05-9e93-db5e49834d3d,"How Nature Connects","In nature, nothing exists alone—everything is connected to everything else","Ecosystems are webs of interdependence—remove one species and others are affected.",🎨,5c3a628a-40c0-4920-917f-16e688473fc4,"Month in Review","Creativity in the AI Age","Creativity in the AI age",🎨
152,2026-06-01,0bbb6df6-cb76-419a-9cd2-23d3d756f089,"Where Species Belong","Every species has a home address—change the address and they may not survive","Every species is adapted to its habitat—change the habitat and the species must adapt, move, or die.",✏️,3d65bd9e-651c-4a1e-aa73-3006828040d4,"Clear Expression","Saying What You Mean","Saying what you mean",💬
153,2026-06-02,1998bd81-7423-4db4-84b0-33baa71cb117,"Why Animals Travel","Some animals travel farther in a year than most humans do in a lifetime","Migration follows resources—animals move seasonally to find food, warmth, or breeding grounds.",🎨,e52bc790-418e-452f-8ad1-77c31e0532a1,"Active Listening","Hearing What Others Mean","Hearing what others mean",💬
154,2026-06-03,2b172591-19d1-45ca-8cac-78b54c09ad0c,"Shaping Three Dimensions","Sculpture turns ideas into objects you can walk around and touch","Sculpture transforms material into form, giving physical presence to ideas.",🗿,4156af2f-1b0a-4fce-85f6-97f29bb6cbd4,"Reading for Understanding","Comprehension Strategies","Comprehension strategies",💬
155,2026-06-04,7b3af208-3d30-4dc7-a591-e7b2db1a5a37,"Putting Pictures on Surfaces","From cave paintings to billboards—humans have always put pictures on surfaces","Printmaking allows images to be reproduced—spreading visual ideas beyond unique originals.",📸,d57cc21d-2759-427d-9da3-021df0b1837d,"Writing to Be Understood","Clarity in Writing","Clarity in writing",💬
156,2026-06-05,f2abcc52-b5f7-44d1-97cf-eec94a34ed40,"Thinking With Lines","Drawing is thinking made visible—ideas flowing from brain to paper","Drawing externalizes thought—making the invisible visible through marks on a surface.",💃,48575e0e-6471-48d5-a8c7-60fc35907475,"Speaking with Impact","Verbal Communication","Verbal communication",💬
157,2026-06-06,316cae54-c316-4b5f-b5a5-9fd552a32640,"Why Every Culture Dances","Dancing is the only art where your body is both the instrument and the music","Dance uses the body as an instrument of expression, communicating emotion through movement.",🎭,fb4f8998-c0ed-4a2d-9ccd-f4806699d2f5,"Body Language","Non-Verbal Communication","Non-verbal communication",💬
158,2026-06-07,ae59ede7-e423-4a40-8b68-567242007034,"Pretending on Purpose","Theater is the oldest art—humans have been playing pretend for 40,000 years","Theater creates a shared imaginative experience—actors and audience agree to believe together.",✍️,a461df0f-d2f2-4646-9351-0b3849a2c203,"Emotional Tone","The Feeling Behind Words","The feeling behind words",💬
159,2026-06-08,0c8b91d2-c3bf-4d69-a16e-33ab87138630,"Words That Sound Like Music","Poetry is language squeezed until it says more with less","Poetry compresses meaning into carefully chosen words, using rhythm and sound to amplify impact.",📖,bb5d95a1-6d3b-4a78-aff8-f0c141ccba7a,"Context and Communication","Same Words, Different Meanings","Same words, different meanings",💬
160,2026-06-09,70acea6c-40f6-45ba-9de6-76d577716de6,"Buildings That Tell Stories","Buildings are books written in brick and steel—every style tells a story","Comics are a visual language that tells stories through sequential images.",🦸,f37ac08e-4559-4620-9700-a8bf5c7064a3,"Audience Awareness","Adapting to Who's Listening","Adapting to who's listening",💬
161,2026-06-10,7f2f3df8-a997-4c1a-bc41-f770d876d5dc,"What Clothes Communicate","Clothes are sentences—they tell others who you are before you speak","Clothing communicates identity, status, and belonging before a word is spoken.",🎬,e73f22e0-e13d-4af9-b22f-09425bb81709,"Feedback Loops","Checking Understanding","Checking understanding",💬
162,2026-06-11,fff8ab06-2e36-4316-a673-9a749f05ef2a,"Why Play Matters","Play is not the opposite of work—it is how your brain learns to work well","Film is photography plus time, capturing moments that can be replayed forever.",🎬,7924489e-8535-4312-8537-313b3e3547f1,"Communicating with AI","How to Prompt Effectively","How to prompt effectively",💬
163,2026-06-12,0e3ac00b-9a93-4876-8e2e-3461cf2fddb8,"Why We Compete","Competition makes us try harder—but only when the rules are fair","Competition motivates improvement, but cooperation often achieves what competition cannot.",🎵,8c76103c-03b1-47ac-aaf5-0493fa27bf55,"Interpreting AI Output","Reading AI Responses Critically","Reading AI responses critically",💬
164,2026-06-13,75f3f5a9-2b08-415c-b7af-0ecf4fa86c80,"The Beat in Everything","Rhythm exists in everything—your heartbeat, walking, and the rotation of planets","Rhythm organizes sound in time, creating patterns that our bodies naturally want to follow.",🥁,530788e8-493e-4650-8fd8-e802915bdb4e,"AI Translation","Communicating Across Languages","Communicating across languages",💬
165,2026-06-14,9338a42a-c130-4e37-9924-1500b8d74f6d,"Why Notes Make Tunes","A melody is a musical sentence—notes arranged so your brain remembers them","Melody is a sequence of notes that forms a memorable musical idea.",🎶,665d26b4-8929-4b93-acb6-d7024a457456,"AI Summarization","Condensing Information","Condensing information",💬
166,2026-06-15,79fcd15c-2793-410b-a47f-14fedbbb9394,"When Sounds Agree","Harmony happens when multiple notes sound good together at the same time","Harmony occurs when multiple pitches sound together in pleasing mathematical relationships.",🎼,87bebe9e-b618-45c7-abda-e4517f7d0e6e,"Information Overload","Dealing with Too Much Input","Dealing with too much input",💬
167,2026-06-16,4fbc2e79-c142-45cf-82b9-f9b7d0a6e088,"Machines That Make Music","Your voice is a musical instrument you carry with you everywhere","Singing is the most universal form of music—everyone has a voice.",🎤,95cb8732-c7b3-45b1-a146-22a368078b46,"Signal vs Noise","Finding What Matters","Finding what matters",💬
168,2026-06-17,7e5dca63-b08b-40ba-b036-4b444e029cb7,"Your Voice as an Instrument","Drums are the oldest instruments—rhythm is where music begins","The human voice is an instrument we carry everywhere—controlled by breath, shaped by anatomy.",🥁,c1f6f026-f411-4a53-b910-4d989e3a1000,"Persuasion","Ethical Influence","Ethical influence",💬
169,2026-06-18,bf427d36-1830-46e4-ba96-635858e25f0c,"Making What Doesn't Exist","Imagination is time travel—you can visit places that do not exist yet","Imagination lets us experience what doesn't exist—rehearsing possibilities before committing to them.",🎻,d5eba818-0d73-492e-9615-8894c373cd27,"Manipulation","Recognizing Unethical Influence","Recognizing unethical influence",💬
